Turkish,English
şokta,in shock
söylendiği,it was said
dışarıdayım,I'm outside
finale,to the final
singer,singer
giremeyiz,we can't enter
onurlandırmak,honor
çağırabilir,can call
şarabın,of wine
kafalar,heads
kuzeybatı,northwest
dinlemem,I don't listen
kazanmıştı,had won
kathleen,kathleen
yaramazsın,you are naughty
deneyimin,your experience
duydukları,what they hear
dalmak,plunge
milhouse,milhouse
günlerdi,those were days
öldüğümde,when i die
rüyasında,in your dream
flack,flack
yeleği,vest
İçelim,let's drink
tombala,bingo
büyükbabanın,your grandfather's
dururum,I stop
kafalarına,to their heads
kahvaltıdan,from breakfast
yiyordu,was eating
şiirsel,poetic
sıkıştık,we are stuck
planlarımız,our plans
edemedik,we couldn't
bombacı,bomber
şan,singing
içeriği,content
beğeniyor,likes
emriniz,your order
öpebilirsin,you can kiss
sattık,we sold
müşteriyi,customer
dolaylı,indirect
geçirmişti,had had
ayrılmamız,our separation
üniversitedeki,at university
atmasını,to throw
göğsü,chest
özünü,essence
geçiriyordu,was having
çekiyordum,I was suffering
uçağına,to your plane
azize,saint
eczane,pharmacy
mühürlü,sealed
gelirlerse,if they come
ilişkini,your relationship
reklamını,advertise
kullanamaz,can't use
edemezdi,couldn't
cookie,cookies
çadırda,in the tent
mutluluğunu,your happiness
doğumlu,born
görünüyoruz,we seem
bileli,ever since you can remember
yuvasına,to its nest
çalması,ringing
saklanıp,hiding
susturmak,silence
emniyette,safe
saol,thank you
bentley,Bentley
trek,trek
yaylan,spring
çıkararak,by subtracting
varsınız,you are
karşılaşmıştık,we met
yeminle,under oath
farkli,different
kanuni,legal
uyuşuk,lethargic
mesaja,to the message
yitirmiş,lost
kafamdaki,in my head
nail,nail
durdurup,stop and stop
depresyonda,depressed
watts,watts
İnsana,to human
kerecik,once in a while
bedeninin,of your body
yanındayız,we are with you
dinleyeceksin,you will listen
yapasın,you can do it
sızlanmayı,whining
dengede,in balance
kolaymış,it was easy
İste,At work
bizimkilerden,from ours
manastıra,to the monastery
mühimmat,ammo
herkez,everyone
köşeden,from the corner
serge,Serge
kastettiğini,what you mean
abdul,Abdul
fahişeyi,whore
houdini,houdini
yıkıp,destroy
yukarısı,above
buluyorsunuz,you find
yollarımız,our roads
İronik,Ironic
belgelerin,documents
orion,orion
çerez,cookie
jeanie,jeanie
buradadır,is here
katılma,participation
misli,double
dusty,dusty
çocuklarımıza,to our children
mahkumların,of prisoners
giymeye,to wear
fırtınalar,storms
devlin,Devlin
dudley,dudley
gitmişsin,you are gone
adımlarını,your steps
sayılmazdı,it didn't count
kraang,kraang
düşünüyormuş,was thinking
uyumana,to sleep
aşaması,stage
horn,horn
hiçbirinde,in none
anlatırsan,if you tell
ısırığı,bite
görevliler,officers
harcadığım,I spent
isin,ray
tecrübelerime,to my experiences
parfümü,perfume
garth,garth
korunan,protected
rekorunu,record
sinirlerim,my nerves
idari,administrative
sağlıksız,unhealthy
karışmıştı,was involved
öğrenen,learner
getirdiğinde,when you bring
saatlerini,your hours
grimes,Grimes
gıcır,squeaky clean
öpüştük,we kissed
yansıması,reflection
sağlayacaktır,will provide
basacak,will press
papatya,daisy
bakışını,your look
maşallah,Masallah
işiydi,it was his job
sektörü,sector
patlamada,in the explosion
dergide,in the magazine
isminiz,your name
thatcher,Thatcher
balosuna,to the prom
parçanın,of the piece
anlayınca,when you understand
sınavını,your exam
sayid,sayid
cecilia,cecilia
zaferin,of victory
oğlumuzun,our son
uçuşa,to flight
onbeş,fifteen
sunacak,will present
harici,external
düşünmenizi,to think
kip,mode
çizilmiş,drawn
selamı,hello
bürosundan,from his office
thad,Thad
koyabiliriz,we can put
parrish,parrish
mahalleyi,the neighborhood
haberlerin,your news
taşların,of stones
yapmazsanız,if you don't
mallarını,their goods
saçan,scattering
oturduğum,where I sit
açması,trench
bedene,to the body
delinda,Delinda
kardeşlerini,your siblings
tankları,tanks
maktulün,the victim
olurlardı,they would be
oluşturmaya,to create
yaptırmaya,to get it done
hatunu,chick
kendra,kendra
çözelim,let's figure it out
ödü,gall
panikledim,I panicked
açığı,deficit
yenecek,will be eaten
ryo,ryo
gemilerini,their ships
işaretini,sign
küf,mold
gördüğünden,because you see
seyrediyor,is watching
uğur,good luck
durumunuzu,your situation
tavırları,their attitude
kandırma,deception
komutanın,your commander
bilmeme,not knowing
yarışmacı,contestant
sevimsiz,cheesy
bahçeyi,the garden
netflix,netflix
uzaklaştı,walked away
edemeyeceğini,can't
taşra,provincial
cinsi,genus
sacramento,sacramento
gillian,gillian
değiştirebiliriz,we can change
durdurulamaz,unstoppable
çiftliğin,your farm
olmadığınız,you are not
dövüşecek,will fight
öylesiniz,you are
yapısal,structural
elbiseye,to the dress
annesin,you are mother
teyzesi,aunt
hamamböceği,cockroach
dövüşe,to the fight
insanlarını,its people
sahneleri,scenes
walters,walters
beklemiyorsun,you are not waiting
girebilmek,to enter
öğrenecekler,they will learn
lama,lama
berger,berger
götüremem,I can't take it
ban,ban
endişelendik,we were worried
şubesi,branch
bilmemesi,not knowing
geldiğimizden,since we came
andrei,Andrew
sharp,sharp
ödüllü,award-winning
kitabından,from your book
çatışması,conflict
anket,questionnaire
olmuşsunuz,you have become
dönüyordu,was spinning
incittin,you hurt
toplayalım,let's collect
dümeni,helm
binmeyi,to ride
haklılar,they are right
zehirlenmiş,poisoned
üyeler,members
toplarını,your balls
çözmüş,solved
davrandığın,you behave
gerçekleştiği,took place
yenileme,renovation
edildik,we were made
barışın,of peace
binaların,of buildings
güvenip,trusting
yakalanma,don't get caught
giyinmek,to get dressed
İzler,Marks
gördüğünüzde,when you see
istememişti,didn't want
uranyum,uranium
komikmiş,it was funny
broşür,brochure
şehrinin,of the city
mountain,mountains
diskalifiye,disqualification
koşuyorum,I'm running
kurtulması,getting rid of
monsieur,monsieur
arkadaşınızı,your friend
gelebilirler,they can come
şanssızlık,misfortune
gelmişim,I came
liberty,liberty
veriyormuş,was giving
yakını,relative
kabuklu,-shelled
arıyorlardı,they were calling
verildiğini,was given
gergindim,I was nervous
kurtulun,get rid of
sözünün,your word
havacılık,aviation
formül,formula
önemsemiyor,doesn't care
koruduğunu,that you protect
İzleme,Monitoring
büyücüsü,wizard
haşlanmış,boiled
auschwitz,auschwitz
ezbere,by heart
brewster,brewster
unuturum,I forget
gelmiyordu,wasn't coming
heil,heil
kazanabilirim,i can win
vurulduğu,was shot
giymişti,was wearing
duymadık,we didn't hear
sınıfından,from class
itirafta,in confession
sunucusu,server
kapan,trap
temizlendi,cleared
kullanmanın,of using
hatırlamadın,you didn't remember
yılım,my year
sosyete,society
planımızı,our plan
domino,domino
desteğin,your support
anlayıp,understand
mucizesi,miracle
dağıtan,distributer
güvendesiniz,you are safe
tayfa,crew
kahvemi,my coffee
açamıyorum,I can't open
denemeden,without trying
şoförün,your driver
muş,mush
kurtulur,gets saved
kitaptaki,in the book
bildiğimizi,what we know
yalakalık,flattery
engelledi,blocked
dilemene,to your wish
yandığını,that it burns
kapatırım,I turn it off
kaybetmişsin,you lost
hiçbirşeyi,nothing
tanımlama,describing
roth,roth
dinlemekten,from listening
yavrularını,their cubs
kanıtların,of evidence
özlediğimi,that I miss
ajay,ajay
büyüttüm,I raised
karıştığı,involved in
dansın,your dance
bitiriyorum,I'm finishing
getirene,to the one who brought
asın,hang it
öğrenmeli,must learn
kalbimden,from my heart
keşfettik,we discovered
ishal,diarrhea
karıştırmaya,to stir
sağlandı,provided
sevgilimle,with my lover
neyini,what
sürsün,let it last
izninle,with your permission
kaybettikten,after losing
sahneler,scenes
kozmetik,cosmetic
hürrem,hurrem
romero,Romero
kov,fire
android,android
çizburger,cheeseburger
inanıyorsan,if you believe
burasını,here
tuş,key
tencere,pan
üniversitesinde,at university
kalmanızı,you to stay
görmüşsündür,you must have seen
karıştıran,mixing
çiçeklerle,with flowers
uçuracak,will fly
kalmayın,don't stay
iyileşmiş,healed
tutuyordum,I was holding
göstersin,let it show
annenizi,your mother
artırmak,increase
tamamlanmış,complete
istihbaratı,intelligence
salvador,Salvador
karışacak,will interfere
kırar,breaks
oradaydık,we were there
ipin,your rope
duyayım,let me hear
yüksel,rise
ulaşmamız,our reach
takmam,I don't mind
memurunun,officer's
bilmesem,if I don't know
tutabiliriz,we can keep
mon,mon
pizzayı,pizza
havadaki,in the air
periler,fairies
namına,on behalf of
marlowe,Marlowe
programımı,my schedule
soğutma,cooling
degilsin,you are not
ulaştın,you reached
atacaklar,they will throw
brendi,brandy
zavallıcık,poor thing
hamptons,hamptons
weir,weir
tuvaletine,to the toilet
birbiri,each other
uyuman,you sleep
yollarına,to their ways
hukuku,law
ajanım,my agent
dişçiye,to the dentist
zannedersem,I think
kanala,to the channel
milkshake,milkshake
yayan,emitting
küvet,bathtub
projeye,to the project
seçilen,chosen
başlayabilirim,I can start
yükselecek,will rise
kalitesi,quality
göründüğümü,I seem
düğününü,your wedding
cecil,Cecil
iyisinden,from the best
suçların,your crimes
alışkınım,I'm used to it
adasında,on the island
yüzlerine,to their faces
kesmeyi,to cut
dergisinde,in the magazine
yenilikçi,innovator
işimizin,our job
gelenlerden,from those who came
çevresi,surroundings
nöbetçiler,sentries
tatlısı,dessert
tarçın,cinnamon
görebileceğin,you can see
edebileceği,can
tercihi,preference
kablolar,cables
bos,empty
merkezİ,central
parks,Parks
dışarıdayken,while out
endonezya,Indonesia
davranalım,let's act
çağdaş,contemporary
biçme,mowing
yılbaşında,on new year's eve
homie,homie
donuyorum,I'm freezing
cutter,cutter
pritchard,pritchard
hangisiydi,Which one was it?
rodeo,rodeo
istikrarlı,stable
poster,poster
İnsanoğlunun,of human beings
aramdaki,between me
insanlarsınız,you are people
vurduk,we shot
yaklaşıp,come closer
halletmeliyiz,we have to handle it
yatağımın,my bed
boğazından,from your throat
kurşuna,to the bullet
arayabilirsiniz,you can call
dağıtacak,will distribute
karşıdan,from across
topal,lame
incelemesi,review
bilmemek,not knowing
bekliyordur,is waiting
yemeğinin,of your meal
şarkım,my song
pazarda,in the market
rolünde,in the role
taşıyın,carry
işemek,pee
tutarsın,you keep it
bach,bach
çekilmesini,to withdraw
ipod,ipod
kumandayı,remote control
botları,boots
dener,tries
insanız,we are human
altındadır,is under
korkuyoruz,we are afraid
bowie,bowie
günlüğünü,your diary
pin,pin
düşünsün,let him think
sorularım,my questions
sylvie,sylvia
güvenirim,I trust
yapmazsa,if he doesn't
çaktırmadan,on the sly
ayırdığın,you reserved
kaldırımda,on the sidewalk
içindekileri,contents
haiti,Haiti
parçasıyım,I am part of
güreşi,wrestling
talan,pillage
çantanda,in your bag
ulaşılamıyor,unreachable
frodo,frodo
farkındasındır,you are aware
etmişlerdi,they had
dokunan,touching
kuşatma,siege
ofisimi,my office
kaldıracağım,I will remove
aires,Aires
scorpius,scorpius
çiftliğine,to your farm
öneriyor,suggests
öldüyse,if he died
paylaşıyor,sharing
dinledik,we listened
badem,almond
dersinden,from your lesson
yapılamaz,can't be done
satıcıları,sellers
çapındaki,in diameter
kese,sac
elimiz,our hand
sorarsın,you ask
örtü,cloth
kaçabilir,can escape
düşünebilirim,I can think
binlik,thousand
düşürecek,will drop
çiftliğinde,on your farm
kullanabileceğimiz,we can use
kenzi,Kenzi
kökeni,origin
temkinli,leery
dönerek,turning around
olsen,olsen
hiçbirisi,none
komünistler,communists
gaga,beak
halkası,ring
olta,fishing rod
eşyalarımızı,our belongings
dolanan,wandering around
bonus,bonus
içiyordu,was drinking
uğraşmayı,to bother
katılabilirsin,you can join
hatırası,memory of
evdeyken,while at home
prentiss,prentiss
iskele,dock
ailelere,to families
boyunu,your height
yetişkinlerin,adults
yakalarsam,if i catch
aklımdaki,in my mind
belirledi,determined
pos,pos
babasın,you are the father
gitmeleri,to go
düşürür,drops
egemen,dominant
gülüşü,his smile
moriarty,Moriarty
görmediğimi,that I don't see
kurtulmamız,our salvation
gitmedik,we didn't go
gemilerin,of ships
nedenlerle,for reasons
pekçok,many
dublin,dublin
sivrisinek,mosquito
gönderebilirim,I can send
vinny,Vinny
nişancılar,marksmen
dublör,stuntman
içmiyorsun,you don't drink
dileklerimi,my wishes
değerlerini,values
inanıyorsunuz,you believe
kökünü,root
boğazım,my throat
bizlerin,our
domuzları,pigs
pilar,pilar
bambu,bamboo
telepatik,telepathic
sevgilimin,my lover
nispeten,relatively
ortasındaki,in the middle
fareleri,mice
vermezsin,you don't give
cumaya,to friday
ikisiyle,with both
zevkin,your pleasure
gezegenleri,planets
saygısız,irreverent
gülüyorum,I'm laughing
rebekah,rebekah
beceriyor,banging
brenner,brenner
imal,manufacture
sinirini,your nerves
güneyden,south
budapeşte,Budapest
borcunuz,your debt
dostane,amicable
yaptığımızda,when we do
alsınlar,let them take it
iyisindir,you are fine
ulaşacağız,we will reach
alınıp,taken away
tarihten,from history
kutudan,from the box
yanıldın,you were wrong
çağda,in the age
beyazı,white
lenore,lenore
aramıştı,he called
abinin,your brother's
sharma,sharma
akılda,in mind
saldırdın,you attacked
camlar,glasses
